species_id	species_name	marker_length	marker_count	percent_markers_detected	total_mapped_reads	avg_read_depth	species_abund
OTU-05035	Prevotella histicola	613761	300	43.333333333333336	173	0.027313563422895884	45.223797637462056
OTU-05050	Prevotella pallens	409326	300	22.333333333333332	80	0.019194969290980784	31.781624148863163
OTU-08937	Campylobacter concisus	84822	65	16.923076923076923	12	0.013887906439367145	22.994578213674778
