species_id	species_name	marker_length	marker_count	percent_markers_detected	total_mapped_reads	avg_read_depth	species_abund
OTU-10096	Lactobacillus crispatus	267507	294	56.12244897959184	1496	0.5444904245496379	26.777054079045527
OTU-04722	Bacteroides stercoris	6105	7	42.857142857142854	12	0.19656019656019655	9.666474883251832
OTU-10434	Streptococcus mitis	6675	8	25.0	12	0.1797752808988764	8.841023095468529
OTU-10107	Lactobacillus iners	449724	299	41.137123745819395	790	0.1728793660111535	8.501894476217268
OTU-14187	Veillonella parvula	3204	4	25.0	5	0.1560549313358302	7.674499214816431
OTU-20779	Haemophilus influenzae	87726	104	25.96153846153846	129	0.14704876547431775	7.231592270184593
OTU-02547	Corynebacterium sp.	669408	300	56.666666666666664	1096	0.14643535780869066	7.201425990862814
OTU-02557	Corynebacterium sp.	423588	300	31.333333333333332	595	0.1250200666685553	6.148260713526277
OTU-02443	Rothia dentocariosa	515946	296	35.810810810810814	666	0.11807824849887391	5.806874653908778
OTU-05035	Prevotella histicola	613761	300	25.666666666666668	414	0.06507256081764726	3.2001508227024305
OTU-12099	Lachnospiraceae sp.	4809	6	16.666666666666668	3	0.06238303181534623	3.0678846518118337
OTU-10006	Dolosigranulum pigrum	549030	300	18.666666666666668	353	0.06203121869478899	3.0505831189838304
OTU-05050	Prevotella pallens	409326	300	16.666666666666668	239	0.05759223699447384	2.8322820292198614
