species_id	species_name	marker_length	marker_count	percent_markers_detected	total_mapped_reads	avg_read_depth	species_abund
OTU-10096	Lactobacillus crispatus	267507	294	65.98639455782313	4313	0.8061471288601794	48.192514121190996
OTU-04722	Bacteroides stercoris	6105	7	42.857142857142854	31	0.2538902538902539	15.17788652691587
OTU-02547	Corynebacterium sp.	669408	300	65.0	3020	0.2255724461016301	13.48501148850446
OTU-10107	Lactobacillus iners	449724	299	47.82608695652174	1922	0.2136866166804529	12.774461290264531
OTU-02443	Rothia dentocariosa	515946	296	41.21621621621622	1790	0.17346776600652006	10.370126573124137
