species_id	species_name	marker_length	marker_count	percent_markers_detected	total_mapped_reads	avg_read_depth	species_abund
OTU-10096	Lactobacillus crispatus	267507	294	52.38095238095238	957	0.348140422493617	27.996471149255324
OTU-04722	Bacteroides stercoris	6105	7	42.857142857142854	8	0.13104013104013104	10.537877853373747
OTU-10107	Lactobacillus iners	449724	299	35.785953177257525	509	0.11138387099643336	8.957176844068425
OTU-10434	Streptococcus mitis	6675	8	25.0	7	0.10486891385767791	8.4332623607477
OTU-20779	Haemophilus influenzae	87726	104	20.192307692307693	83	0.09461277158425097	7.608492317659927
OTU-14187	Veillonella parvula	3204	4	25.0	3	0.09363295880149813	7.529698536381874
OTU-02547	Corynebacterium sp.	669408	300	51.666666666666664	701	0.09339147425785171	7.510279030279241
OTU-02557	Corynebacterium sp.	423588	300	28.0	386	0.08138332530666591	6.544617550179216
OTU-02443	Rothia dentocariosa	515946	296	34.12162162162162	454	0.08059370554282813	6.481118555208095
OTU-05035	Prevotella histicola	613761	300	23.0	273	0.042881512510570076	3.4484103260391072
OTU-10006	Dolosigranulum pigrum	549030	300	17.333333333333332	232	0.04079194215252354	3.280372969663286
OTU-12099	Lachnospiraceae sp.	4809	6	16.666666666666668	1	0.020794343938448742	1.6722225071440715
