species_id	species_name	marker_length	marker_count	percent_markers_detected	total_mapped_reads	avg_read_depth	species_abund
OTU-10096	Lactobacillus crispatus	267507	294	55.10204081632653	1282	0.4665821828961485	27.169992574076346
OTU-04722	Bacteroides stercoris	6105	7	42.857142857142854	10	0.1638001638001638	9.538403730846097
OTU-10107	Lactobacillus iners	449724	299	38.79598662207358	657	0.14387046277272283	8.377858281900703
OTU-10434	Streptococcus mitis	6675	8	25.0	9	0.1348314606741573	7.8514995204694955
OTU-02547	Corynebacterium sp.	669408	300	55.0	942	0.12572003919881447	7.320923637164827
OTU-20779	Haemophilus influenzae	87726	104	23.076923076923077	110	0.12539042017189886	7.301729276895899
OTU-14187	Veillonella parvula	3204	4	25.0	4	0.12484394506866417	7.269906963397681
OTU-02557	Corynebacterium sp.	423588	300	30.0	503	0.10575842564000869	6.158519859136184
OTU-02443	Rothia dentocariosa	515946	296	35.472972972972975	583	0.10339454128920468	6.020866252522543
OTU-12099	Lachnospiraceae sp.	4809	6	16.666666666666668	3	0.06238303181534623	3.63268588751188
OTU-05035	Prevotella histicola	613761	300	24.666666666666668	359	0.056412838222044084	3.285029844177876
OTU-10006	Dolosigranulum pigrum	549030	300	18.333333333333332	303	0.053193814545653244	3.097579803028786
OTU-05050	Prevotella pallens	409326	300	16.0	212	0.051088863155528845	2.9750043688716676
