species_id	species_name	marker_length	marker_count	percent_markers_detected	total_mapped_reads	avg_read_depth	species_abund
OTU-10096	Lactobacillus crispatus	267507	294	59.183673469387756	2253	0.8190552022937717	27.622860120210643
OTU-04722	Bacteroides stercoris	6105	7	42.857142857142854	17	0.2784602784602785	9.391148849799164
OTU-10107	Lactobacillus iners	449724	299	43.47826086956522	1170	0.25615266252190233	8.638818417179396
OTU-02547	Corynebacterium sp.	669408	300	62.0	1631	0.21772372006310053	7.34279185006363
OTU-20779	Haemophilus influenzae	87726	104	27.884615384615383	190	0.21654925563686933	7.303182716917179
OTU-10434	Streptococcus mitis	6675	8	25.0	14	0.20973782771535582	7.073465452234718
OTU-02557	Corynebacterium sp.	423588	300	34.333333333333336	911	0.19148559449276184	6.457903907936828
OTU-14187	Veillonella parvula	3204	4	25.0	6	0.18726591760299627	6.315594153780998
OTU-02443	Rothia dentocariosa	515946	296	39.189189189189186	993	0.17610951533687633	5.939341444099411
OTU-05035	Prevotella histicola	613761	300	31.0	657	0.10334315800450013	3.48527619377144
OTU-10006	Dolosigranulum pigrum	549030	300	20.0	502	0.08812451050033696	2.9720231553327525
OTU-05050	Prevotella pallens	409326	300	18.0	337	0.08128972994630197	2.741518316748347
OTU-05704	Parabacteroides distasonis	353586	283	15.547703180212014	280	0.07745498973375643	2.6121906570352476
OTU-12099	Lachnospiraceae sp.	4809	6	16.666666666666668	3	0.06238303181534623	2.103884764890239
