species_id	species_name	marker_length	marker_count	percent_markers_detected	total_mapped_reads	avg_read_depth	species_abund
OTU-10096	Lactobacillus crispatus	267507	294	56.12244897959184	1377	0.5015719214824285	26.80830987798467
OTU-04722	Bacteroides stercoris	6105	7	42.857142857142854	11	0.18018018018018017	9.630375819015224
OTU-10434	Streptococcus mitis	6675	8	25.0	12	0.1797752808988764	9.608734525039909
OTU-10107	Lactobacillus iners	449724	299	39.79933110367893	715	0.1565137728918181	8.36543981859114
OTU-20779	Haemophilus influenzae	87726	104	24.03846153846154	120	0.13678954927843512	7.311207960540932
OTU-02547	Corynebacterium sp.	669408	300	55.333333333333336	1006	0.13428133514986376	7.177147462496414
OTU-14187	Veillonella parvula	3204	4	25.0	4	0.12484394506866417	6.672732309055492
OTU-02557	Corynebacterium sp.	423588	300	30.666666666666668	544	0.11440597939507258	6.114837805219688
OTU-02443	Rothia dentocariosa	515946	296	35.472972972972975	619	0.10976148666720936	5.866596237177754
OTU-12099	Lachnospiraceae sp.	4809	6	16.666666666666668	3	0.06238303181534623	3.334284828168091
OTU-05035	Prevotella histicola	613761	300	25.333333333333332	382	0.06001521764986697	3.20772850959659
OTU-10006	Dolosigranulum pigrum	549030	300	18.666666666666668	320	0.05620457898475493	3.0040552619685688
OTU-05050	Prevotella pallens	409326	300	16.333333333333332	225	0.05423061325202894	2.8985495851455187
