species_id	species_name	marker_length	marker_count	percent_markers_detected	total_mapped_reads	avg_read_depth	species_abund
OTU-10096	Lactobacillus crispatus	267507	294	78.57142857142857	15198	1.420336664087295	21.74578856100386
OTU-04722	Bacteroides stercoris	6105	7	42.857142857142854	103	0.4217854217854218	6.457663758298851
OTU-02547	Corynebacterium sp.	669408	300	84.0	10504	0.3922869162005832	6.006032619335261
OTU-10107	Lactobacillus iners	449724	299	67.55852842809365	6735	0.37439629639512234	5.732121760486271
OTU-20779	Haemophilus influenzae	87726	104	43.26923076923077	1183	0.3371292433258099	5.161551784488545
OTU-02557	Corynebacterium sp.	423588	300	51.666666666666664	5319	0.31392532366355985	4.806292680418274
OTU-02443	Rothia dentocariosa	515946	296	59.45945945945946	6101	0.29562202245971475	4.526063543192594
OTU-10590	Streptococcus salivarius	11766	13	23.076923076923077	117	0.24859765425803163	3.806106089453481
OTU-10434	Streptococcus mitis	6675	8	50.0	66	0.24719101123595505	3.7845699547381635
OTU-02444	Rothia mucilaginosa	1191	3	33.333333333333336	11	0.23089840470193115	3.5351251676290576
OTU-14187	Veillonella parvula	3204	4	25.0	28	0.2184769038701623	3.344948192319084
OTU-10109	Lactobacillus jensenii	140880	179	20.670391061452513	1009	0.17905309483248155	2.7413576230692933
OTU-10515	Streptococcus oralis	3027	6	33.333333333333336	21	0.1734390485629336	2.655404858322682
OTU-05035	Prevotella histicola	613761	300	50.666666666666664	3612	0.14712567269670115	2.252539029127876
OTU-10006	Dolosigranulum pigrum	549030	300	36.666666666666664	3080	0.14024734531810648	2.1472297340781705
OTU-05704	Parabacteroides distasonis	353586	283	27.915194346289752	1830	0.12938860701498361	1.9809791308588829
OTU-05050	Prevotella pallens	409326	300	27.0	2081	0.1270991825586452	1.9459273424957917
OTU-12099	Lachnospiraceae sp.	4809	6	33.333333333333336	24	0.12476606363069245	1.9102065784137503
OTU-13420	Subdoligranulum sp.	153624	163	21.47239263803681	760	0.12367859188668437	1.893557053544615
OTU-05577	Alistipes putredinis	143196	138	18.115942028985508	687	0.11994050113131652	1.8363257412484504
OTU-15737	TM7x HGM15737	238899	198	35.85858585858586	1038	0.1086233094320194	1.6630560763726183
OTU-14182	Veillonella atypica	76371	94	20.21276595744681	306	0.10016891228345838	1.533616671299243
OTU-01664	Actinomyces oris	9714	12	50.0	26	0.06691373275684578	1.024469705774247
OTU-08937	Campylobacter concisus	84822	65	16.923076923076923	185	0.054525948456768294	0.8348089408724885
OTU-02442	Rothia aeria	532503	299	23.076923076923077	1158	0.05436589089638932	0.8323584106893308
OTU-02517	Corynebacterium sp.	678519	299	22.40802675585284	1407	0.051840847492848396	0.7936992242097346
OTU-01650	Actinomyces graevenitzii	607980	300	19.666666666666668	1245	0.051194118227573276	0.78379760143643
OTU-10395	Streptococcus pseudopneumoniae	9888	12	16.666666666666668	17	0.04298139158576052	0.6580582457063247
OTU-01680	Actinomyces sp.	100650	96	15.625	169	0.04197714853452558	0.6426829775687205
OTU-04682	Bacteroides caccae	4266	5	20.0	7	0.04102203469292077	0.6280598926506297
OTU-05441	Bacteroidetes oral	624663	300	15.0	921	0.036859874844516166	0.5643359528911308
OTU-10506	Streptococcus pneumoniae	16665	13	15.384615384615385	18	0.027002700270027002	0.41341959656128374
OTU-11960	Agathobacter sp.	2001	3	33.333333333333336	2	0.02498750624687656	0.38256635996967037
OTU-19162	Lautropia mirabilis	698274	297	18.51851851851852	637	0.022806233656129257	0.34917040973361513
OTU-10407	Streptococcus mitis	9450	19	15.789473684210526	8	0.021164021164021163	0.3240276344124065
OTU-10498	Streptococcus mitis	1683	2	50.0	1	0.014854426619132501	0.2274258129231463
OTU-10448	Streptococcus mitis	5127	5	20.0	1	0.004876145894285157	0.07465528440601818
