species_id	species_name	marker_length	marker_count	percent_markers_detected	total_mapped_reads	avg_read_depth	species_abund
OTU-10096	Lactobacillus crispatus	267507	294	54.08163265306123	1214	0.4417080674524405	27.336906436555637
OTU-04722	Bacteroides stercoris	6105	7	42.857142857142854	10	0.1638001638001638	10.137441631807407
OTU-10107	Lactobacillus iners	449724	299	38.12709030100334	631	0.13809358628847915	8.546485169784779
OTU-10434	Streptococcus mitis	6675	8	25.0	9	0.1348314606741573	8.344595212878772
OTU-14187	Veillonella parvula	3204	4	25.0	4	0.12484394506866417	7.726477048961827
OTU-02547	Corynebacterium sp.	669408	300	55.0	898	0.11996271332281658	7.424382101271635
OTU-20779	Haemophilus influenzae	87726	104	22.115384615384617	104	0.11855094270797711	7.337008915107448
OTU-02557	Corynebacterium sp.	423588	300	29.0	475	0.09991312312907825	6.18353138650283
OTU-02443	Rothia dentocariosa	515946	296	35.472972972972975	555	0.09865373508080302	6.10558901736844
OTU-05035	Prevotella histicola	613761	300	24.666666666666668	346	0.05441205941726503	3.3675123614767064
OTU-10006	Dolosigranulum pigrum	549030	300	18.0	292	0.051339635356902176	3.177362859440262
OTU-05050	Prevotella pallens	409326	300	16.0	203	0.04889012669608087	3.0257650191232193
OTU-12099	Lachnospiraceae sp.	4809	6	16.666666666666668	1	0.020794343938448742	1.2869428397210279
