species_id	species_name	marker_length	marker_count	percent_markers_detected	total_mapped_reads	avg_read_depth	species_abund
OTU-10096	Lactobacillus crispatus	267507	294	56.802721088435376	1532	0.5575891471998864	26.88572532954572
OTU-04722	Bacteroides stercoris	6105	7	42.857142857142854	12	0.19656019656019655	9.47770142582151
OTU-10434	Streptococcus mitis	6675	8	25.0	12	0.1797752808988764	8.668369618672706
OTU-10107	Lactobacillus iners	449724	299	41.137123745819395	812	0.17771121843619642	8.568845055267339
OTU-14187	Veillonella parvula	3204	4	25.0	5	0.1560549313358302	7.524626405097835
OTU-20779	Haemophilus influenzae	87726	104	25.96153846153846	135	0.15388824293823952	7.420153444271977
OTU-02547	Corynebacterium sp.	669408	300	57.333333333333336	1126	0.1504284382618672	7.2533292535753855
OTU-02557	Corynebacterium sp.	423588	300	31.666666666666668	611	0.12842195718481167	6.192225018174153
OTU-02443	Rothia dentocariosa	515946	296	36.148648648648646	683	0.12110569710783686	5.839451009108746
OTU-05035	Prevotella histicola	613761	300	26.333333333333332	430	0.0676061202976403	3.25981879318571
OTU-10006	Dolosigranulum pigrum	549030	300	19.0	364	0.06382893466659381	3.077691189187317
OTU-12099	Lachnospiraceae sp.	4809	6	16.666666666666668	3	0.06238303181534623	3.007972926005423
OTU-05050	Prevotella pallens	409326	300	17.0	243	0.05856945319867294	2.824090532086175
