species_id	species_name	marker_length	marker_count	percent_markers_detected	total_mapped_reads	avg_read_depth	species_abund
OTU-10096	Lactobacillus crispatus	267507	294	47.27891156462585	676	0.2459935627852729	27.812850630419398
OTU-04722	Bacteroides stercoris	6105	7	42.857142857142854	6	0.09828009828009827	11.111874889967476
OTU-10107	Lactobacillus iners	449724	299	33.44481605351171	373	0.08150776920955964	9.21553956362267
OTU-10434	Streptococcus mitis	6675	8	25.0	5	0.0749063670411985	8.469163071566973
OTU-20779	Haemophilus influenzae	87726	104	18.26923076923077	62	0.07067460046052482	7.990705462845659
OTU-02547	Corynebacterium sp.	669408	300	48.0	514	0.06825881973325684	7.717569256505171
OTU-14187	Veillonella parvula	3204	4	25.0	2	0.062421972534332085	7.057635892972477
OTU-02557	Corynebacterium sp.	423588	300	27.0	285	0.0604384449040105	6.833371659881143
OTU-02443	Rothia dentocariosa	515946	296	30.743243243243242	325	0.05797118303078229	6.554414823900339
OTU-10006	Dolosigranulum pigrum	549030	300	15.333333333333334	182	0.032027393767189404	3.621123694631056
OTU-05035	Prevotella histicola	613761	300	21.333333333333332	205	0.03197987490244574	3.6157510536876174
