species_id	species_name	marker_length	marker_count	percent_markers_detected	total_mapped_reads	avg_read_depth	species_abund
OTU-10096	Lactobacillus crispatus	267507	294	74.48979591836735	5429	1.014739801201464	23.274086946469673
OTU-04722	Bacteroides stercoris	6105	7	42.857142857142854	37	0.30303030303030304	6.9503074697491725
OTU-02547	Corynebacterium sp.	669408	300	73.33333333333333	3761	0.2809198575457718	6.4431819681941285
OTU-10107	Lactobacillus iners	449724	299	58.19397993311037	2425	0.26960980512492105	6.18377444017528
OTU-20779	Haemophilus influenzae	87726	104	35.57692307692308	463	0.26388983881631445	6.052581209122587
OTU-02557	Corynebacterium sp.	423588	300	43.0	1894	0.2235662955513376	5.127719830050222
OTU-02443	Rothia dentocariosa	515946	296	50.67567567567568	2250	0.2180460745892012	5.001107961190474
OTU-14187	Veillonella parvula	3204	4	25.0	13	0.20287141073657927	4.653061648755298
OTU-10590	Streptococcus salivarius	11766	13	15.384615384615385	44	0.18697943226245112	4.288562997652472
OTU-02444	Rothia mucilaginosa	1191	3	33.333333333333336	4	0.16792611251049538	3.851555776687199
OTU-10434	Streptococcus mitis	6675	8	50.0	21	0.15730337078651685	3.607912416881031
OTU-10109	Lactobacillus jensenii	140880	179	15.64245810055866	354	0.1256388415672913	2.8816543108180657
OTU-05035	Prevotella histicola	613761	300	41.333333333333336	1398	0.11388797919711419	2.612136359343525
OTU-10006	Dolosigranulum pigrum	549030	300	26.666666666666668	1131	0.10299983607453145	2.3624057491707955
OTU-05050	Prevotella pallens	409326	300	22.666666666666668	823	0.10053111700698221	2.3057831724703264
OTU-13420	Subdoligranulum sp.	153624	163	17.177914110429448	296	0.09633911368015415	2.2096353227526273
OTU-05704	Parabacteroides distasonis	353586	283	22.614840989399294	619	0.08753174616642062	2.0076294124281833
OTU-05577	Alistipes putredinis	143196	138	15.942028985507246	248	0.08659459761445851	1.9861349595109927
OTU-14182	Veillonella atypica	76371	94	17.02127659574468	99	0.06481517853635542	1.486601884463379
OTU-12099	Lachnospiraceae sp.	4809	6	33.333333333333336	6	0.06238303181534623	1.430818131638944
OTU-15737	TM7x HGM15737	238899	198	20.707070707070706	292	0.061113692397205516	1.4017045441484273
OTU-10515	Streptococcus oralis	3027	6	16.666666666666668	3	0.049554013875123884	1.1365715882146812
OTU-02442	Rothia aeria	532503	299	17.725752508361204	434	0.040750944126136376	0.9346642514854154
OTU-02517	Corynebacterium sp.	678519	299	15.719063545150501	493	0.03632912269221643	0.8332452902965818
OTU-01664	Actinomyces oris	9714	12	16.666666666666668	6	0.030883261272390366	0.7083389329886433
OTU-04682	Bacteroides caccae	4266	5	20.0	1	0.011720581340834505	0.26882342534191594
