species_id	species_name	marker_length	marker_count	percent_markers_detected	total_mapped_reads	avg_read_depth	species_abund
OTU-10096	Lactobacillus crispatus	267507	294	53.06122448979592	1063	0.38638988886272135	27.599834836516816
OTU-04722	Bacteroides stercoris	6105	7	42.857142857142854	10	0.1638001638001638	11.700247851685154
OTU-14187	Veillonella parvula	3204	4	25.0	4	0.12484394506866417	8.917604636022206
OTU-10107	Lactobacillus iners	449724	299	37.123745819397996	553	0.12106981170673568	8.648018240408156
OTU-10434	Streptococcus mitis	6675	8	25.0	7	0.10486891385767791	7.490787894258653
OTU-02547	Corynebacterium sp.	669408	300	53.333333333333336	784	0.10464768870404895	7.474985778629246
OTU-20779	Haemophilus influenzae	87726	104	20.192307692307693	91	0.10373207486947997	7.40958347039982
OTU-02557	Corynebacterium sp.	423588	300	28.333333333333332	426	0.08985854179060786	6.418596820353539
OTU-02443	Rothia dentocariosa	515946	296	35.13513513513514	498	0.08861973927504041	6.330109140395457
OTU-05035	Prevotella histicola	613761	300	23.0	302	0.04741096289923928	3.3865657026137495
OTU-10006	Dolosigranulum pigrum	549030	300	17.333333333333332	250	0.043935668360563174	3.138325368069727
OTU-12099	Lachnospiraceae sp.	4809	6	16.666666666666668	1	0.020794343938448742	1.4853402606474915
