species_id	species_name	marker_length	marker_count	percent_markers_detected	total_mapped_reads	avg_read_depth	species_abund
OTU-10096	Lactobacillus crispatus	267507	294	73.46938775510205	4313	0.8061471288601794	24.404681806337216
OTU-04722	Bacteroides stercoris	6105	7	42.857142857142854	31	0.2538902538902539	7.6860794240904475
OTU-02547	Corynebacterium sp.	669408	300	72.0	3020	0.2255724461016301	6.828807762636394
OTU-10107	Lactobacillus iners	449724	299	55.852842809364546	1922	0.2136866166804529	6.468985250536941
OTU-20779	Haemophilus influenzae	87726	104	35.57692307692308	370	0.21088388847092082	6.384137599662111
OTU-02557	Corynebacterium sp.	423588	300	41.666666666666664	1526	0.18012786009046527	5.453053112252271
OTU-02443	Rothia dentocariosa	515946	296	48.648648648648646	1790	0.17346776600652006	5.251430516202384
OTU-02444	Rothia mucilaginosa	1191	3	33.333333333333336	4	0.16792611251049538	5.0836667353616845
OTU-10590	Streptococcus salivarius	11766	13	15.384615384615385	37	0.15723270440251572	4.759942674383463
OTU-14187	Veillonella parvula	3204	4	25.0	10	0.1560549313358302	4.72428767307722
OTU-10434	Streptococcus mitis	6675	8	50.0	14	0.10486891385767791	3.1747213163078922
OTU-05035	Prevotella histicola	613761	300	40.0	1119	0.09115926231872015	2.759685807892584
OTU-05050	Prevotella pallens	409326	300	22.666666666666668	671	0.08196400912719935	2.481315743379592
OTU-10006	Dolosigranulum pigrum	549030	300	25.666666666666668	896	0.0815984554578074	2.470249251091437
OTU-13420	Subdoligranulum sp.	153624	163	17.177914110429448	237	0.07713638493985314	2.335167939889497
OTU-05577	Alistipes putredinis	143196	138	15.217391304347826	206	0.07192938350233247	2.177535159596022
OTU-05704	Parabacteroides distasonis	353586	283	21.908127208480565	493	0.06971429864304582	2.110477374199751
OTU-12099	Lachnospiraceae sp.	4809	6	33.333333333333336	5	0.051985859846121855	1.5737801730650254
OTU-15737	TM7x HGM15737	238899	198	20.2020202020202	238	0.04981184517306477	1.507965715084777
OTU-02442	Rothia aeria	532503	299	17.725752508361204	355	0.03333314554096409	1.0091021618866922
OTU-10515	Streptococcus oralis	3027	6	16.666666666666668	2	0.03303600925008259	1.000106885004256
OTU-04682	Bacteroides caccae	4266	5	20.0	1	0.011720581340834505	0.35481991806233976
