species_id	species_name	marker_length	marker_count	percent_markers_detected	total_mapped_reads	avg_read_depth	species_abund
OTU-10096	Lactobacillus crispatus	267507	294	53.06122448979592	1086	0.39495041251256974	27.49093689754958
OTU-04722	Bacteroides stercoris	6105	7	42.857142857142854	10	0.1638001638001638	11.401481867537674
OTU-14187	Veillonella parvula	3204	4	25.0	4	0.12484394506866417	8.68989348331055
OTU-10107	Lactobacillus iners	449724	299	37.458193979933114	564	0.12344904874989994	8.592800264863662
OTU-10434	Streptococcus mitis	6675	8	25.0	8	0.1198501872659176	8.342297743978127
OTU-02547	Corynebacterium sp.	669408	300	53.333333333333336	807	0.10769814522682729	7.49644213707363
OTU-20779	Haemophilus influenzae	87726	104	21.153846153846153	93	0.10601190069078723	7.379069320979559
OTU-02557	Corynebacterium sp.	423588	300	28.666666666666668	435	0.0916716243141921	6.38089937236645
OTU-02443	Rothia dentocariosa	515946	296	35.472972972972975	506	0.0900578742736643	6.268572611519844
OTU-05035	Prevotella histicola	613761	300	23.333333333333332	307	0.04822561224971935	3.3567942232761556
OTU-10006	Dolosigranulum pigrum	549030	300	17.666666666666668	258	0.04530353532593848	3.1534000001624145
OTU-12099	Lachnospiraceae sp.	4809	6	16.666666666666668	1	0.020794343938448742	1.447412077382356
