species_id	species_name	marker_length	marker_count	percent_markers_detected	total_mapped_reads	avg_read_depth	species_abund
OTU-10096	Lactobacillus crispatus	267507	294	71.42857142857143	7584	1.4175329991364711	47.57636084701939
OTU-04722	Bacteroides stercoris	6105	7	42.857142857142854	59	0.4832104832104832	16.217891455288285
OTU-02547	Corynebacterium sp.	669408	300	69.66666666666667	5265	0.3932579234189015	13.198832677563589
OTU-10107	Lactobacillus iners	449724	299	52.84280936454849	3399	0.37789844437921927	12.683325724526652
OTU-02443	Rothia dentocariosa	515946	296	45.945945945945944	3174	0.30759032922049984	10.323589295602083
