species_id	species_name	marker_length	marker_count	percent_markers_detected	total_mapped_reads	avg_read_depth	species_abund
OTU-02557	Corynebacterium sp.	423588	300	43.333333333333336	211	0.044463015949460324	69.86993984452178
OTU-10006	Dolosigranulum pigrum	549030	300	28.0	108	0.0191738156384897	30.130060155478205
