species_id	species_name	marker_length	marker_count	percent_markers_detected	total_mapped_reads	avg_read_depth	species_abund
OTU-10096	Lactobacillus crispatus	267507	294	53.06122448979592	1043	0.37915643328959614	27.428906676172122
OTU-04722	Bacteroides stercoris	6105	7	42.857142857142854	10	0.1638001638001638	11.849619344279452
OTU-14187	Veillonella parvula	3204	4	25.0	4	0.12484394506866417	9.031451447793517
OTU-10107	Lactobacillus iners	449724	299	36.78929765886288	540	0.11823251594311178	8.5531679305984
OTU-10434	Streptococcus mitis	6675	8	25.0	7	0.10486891385767791	7.586419216146553
OTU-02547	Corynebacterium sp.	669408	300	52.666666666666664	774	0.10323151202256323	7.46796641359988
OTU-20779	Haemophilus influenzae	87726	104	20.192307692307693	89	0.10145224904817272	7.339251102999703
OTU-02557	Corynebacterium sp.	423588	300	28.333333333333332	418	0.0881682200628913	6.378258859878379
OTU-02443	Rothia dentocariosa	515946	296	35.13513513513514	493	0.08770491485543061	6.344742468799984
OTU-05035	Prevotella histicola	613761	300	23.0	297	0.046674519886405294	3.37652466822717
OTU-10006	Dolosigranulum pigrum	549030	300	17.333333333333332	247	0.04339653570843123	3.1393889790776055
OTU-12099	Lachnospiraceae sp.	4809	6	16.666666666666668	1	0.020794343938448742	1.5043028924272417
