species_id	species_name	marker_length	marker_count	percent_markers_detected	total_mapped_reads	avg_read_depth	species_abund
OTU-10096	Lactobacillus crispatus	267507	294	53.06122448979592	1108	0.4029763707117945	26.799058519493265
OTU-04722	Bacteroides stercoris	6105	7	42.857142857142854	10	0.1638001638001638	10.893170156427468
OTU-10107	Lactobacillus iners	449724	299	37.458193979933114	577	0.1262885680995455	8.398543867137155
OTU-14187	Veillonella parvula	3204	4	25.0	4	0.12484394506866417	8.302472385142284
OTU-10434	Streptococcus mitis	6675	8	25.0	8	0.1198501872659176	7.970373489736593
OTU-02547	Corynebacterium sp.	669408	300	54.0	826	0.1102869998565897	7.334394713703711
OTU-20779	Haemophilus influenzae	87726	104	21.153846153846153	95	0.10829172651209448	7.201703441937421
OTU-02557	Corynebacterium sp.	423588	300	28.666666666666668	445	0.09381521667280471	6.238974948314129
OTU-02443	Rothia dentocariosa	515946	296	35.472972972972975	517	0.09198830885402735	6.117480456072177
OTU-05035	Prevotella histicola	613761	300	23.666666666666668	312	0.049032115106694626	3.2607731310841843
OTU-10006	Dolosigranulum pigrum	549030	300	17.666666666666668	262	0.04601387902300421	3.06005196897338
OTU-05050	Prevotella pallens	409326	300	15.0	190	0.04571417403243381	3.0401207467861004
OTU-12099	Lachnospiraceae sp.	4809	6	16.666666666666668	1	0.020794343938448742	1.3828821751921332
