species_id	species_name	marker_length	marker_count	percent_markers_detected	total_mapped_reads	avg_read_depth	species_abund
OTU-04722	Bacteroides stercoris	6105	7	42.857142857142854	4	0.06257166257166258	33.47493693895843
OTU-11960	Agathobacter sp.	2001	3	33.333333333333336	1	0.04997501249375312	26.73591084200585
OTU-12099	Lachnospiraceae sp.	4809	6	16.666666666666668	1	0.020794343938448742	11.124674068382971
OTU-05704	Parabacteroides distasonis	353586	283	22.261484098939928	74	0.02045329849032484	10.94221967289378
OTU-13420	Subdoligranulum sp.	153624	163	15.950920245398773	28	0.016820288496589075	8.998611728968259
OTU-05577	Alistipes putredinis	143196	138	15.942028985507246	24	0.016306321405625854	8.723646748790706
