species_id	species_name	marker_length	marker_count	percent_markers_detected	total_mapped_reads	avg_read_depth	species_abund
OTU-10096	Lactobacillus crispatus	267507	294	56.802721088435376	1595	0.5799623935074596	26.764323505249376
OTU-04722	Bacteroides stercoris	6105	7	42.857142857142854	13	0.21294021294021295	9.826845344128756
OTU-10434	Streptococcus mitis	6675	8	25.0	13	0.1947565543071161	8.987699000135738
OTU-10107	Lactobacillus iners	449724	299	41.137123745819395	839	0.18371490069464827	8.478144600358618
OTU-20779	Haemophilus influenzae	87726	104	25.96153846153846	144	0.16414745913412215	7.575138919371742
OTU-14187	Veillonella parvula	3204	4	25.0	5	0.1560549313358302	7.201681891134405
OTU-02547	Corynebacterium sp.	669408	300	58.666666666666664	1168	0.15594824083369185	7.196758297559831
OTU-02557	Corynebacterium sp.	423588	300	32.0	636	0.1337691341586636	6.1732285088128345
OTU-02443	Rothia dentocariosa	515946	296	36.486486486486484	708	0.12552476421951134	5.792764212129802
OTU-05035	Prevotella histicola	613761	300	26.666666666666668	453	0.07117102585534109	3.2844273723901654
OTU-10006	Dolosigranulum pigrum	549030	300	19.333333333333332	379	0.06651549095677832	3.069581990155033
OTU-12099	Lachnospiraceae sp.	4809	6	16.666666666666668	3	0.06238303181534623	2.8788757054516076
OTU-05050	Prevotella pallens	409326	300	17.0	249	0.06003527750497159	2.770530653122103
